Kit NSN,Kit Name,Item NSN,Description,Quantity,Unit of Measure,Source,Unit Price,Extended Price,Accountability Code,Is Sub-Kit
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-114-6764,LIDOCAINE 2% W/EPI 20ML,2,BT,WHSE,10.15,20.3,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-116-0041,PENICILLIN-VK TB 300MG,500,EA,WHSE,0.19,95,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-116-0043,PREDNISONE TABS 5MG,100,EA,WHSE,0.02,2,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-116-0061,PROTAMINE SULFATE 10 MG,2,BT,WHSE,11.05,22.1,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-843-5280,AMPICILLIN SODIUM 500MG,20,BT,WHSE,3.09,61.8,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-843-5826,BACITRACIN ZINC OINT,48,TU,WHSE,4.95,237.6,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-844-4002,"ZINC OXIDE 15%, OINTMENT, 30 AND 60G TUBE",24,TU,WHSE,3.21,77.04,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-846-8247,ANTACID & ANTIFLATULENT,48,BT,WHSE,3.87,185.76,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-846-9956,BENZTROP MESYL 1MG/ML,6,EA,WHSE,24.45,146.7,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-847-0131,(D)TRIAMCINOL .1% 7.5GR,12,TU,WHSE,11.71,140.52,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-847-0464,HYDROXYZINE 25MG CAPSULE,100,EA,WHSE,0.24,24,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-847-5381,METRONIDAZOLE 250 MG,500,EA,WHSE,0.06,30,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-848-2656,HYOSC BUTYLBROM TB 10MG,100,EA,WHSE,0.27,27,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-853-7587,MINERAL OIL (USP)250ML,2,BT,WHSE,6.48,12.96,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-853-8337,PETROLATUM WHITE 25-50G G,48,TU,WHSE,1.33,63.84,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-860-6967,HYDROCORTISONE 1% CREAM,32,TU,WHSE,3.11,99.52,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-866-7634,GENTAM INJ MULTI 40MG/ML,10,EA,WHSE,4,40,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-870-8370,FUROSEM INJ 10MG/ML-2ML,5,EA,WHSE,1.74,8.7,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-870-8398,BETAMETH VALER 0.1% CRM,12,TU,WHSE,8,96,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-878-2195,IBUPROFEN TB/CP 200MG,500,EA,WHSE,0.08,40,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-879-8085,MGSO4 CRYSTALS,4,BT,WHSE,4.05,16.2,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-879-9785,DIMENHYDRIN 50MG/ML -5ML,24,EA,WHSE,6.94,166.56,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-880-6425,METOCLO HCL 5MG/ML-2ML,10,EA,WHSE,5.43,54.3,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-880-9248,"NAPROXEN, 250MG, TABLETS",1000,EA,WHSE,0.05,50,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-880-9649,PSEUDOEPHEDRINE HCL TABS 60MG PREPACK,200,PG,WHSE,1.82,364,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-882-9481,DIMETHYLPOLYSILOXANE 50G,12,TU,WHSE,4.12,49.44,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-883-2862,IBUPROFEN TABLETS/CAPLETS 400MG,2000,EA,WHSE,0.08,160,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-888-4912,NICOTINE RESIN 2 MG,3,BX,WHSE,27.81,83.43,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-892-3284,ISOPROP ALC 70% - 500ML,4,BT,WHSE,3.13,12.52,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-892-3316,AMOXICILLIN CP 500MG,500,EA,WHSE,0.13,65,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-893-3729,SILVER SULFADIAZ CRM 1%,36,TU,WHSE,11.4,410.4,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-893-9739,BENZ PEROX GEL 5% 60G,6,EA,WHSE,9.96,59.76,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-894-1005,ALGINIC TB ALU,2000,EA,WHSE,0.3,600,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-894-2130,HALOPERIDOL 5MG/ML (1ML),10,EA,WHSE,4.06,40.6,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-895-1673,ACETAMINOPHEN 325MG TABS ORAL 24 TABS / BOTTLE,200,BT,WHSE,3.48,696,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-896-0814,COLLODION 500 ML,1,BT,WHSE,36.5,36.5,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-896-3157,HEMORRHOIDAL OINT HC 15G,30,TU,WHSE,7.75,232.5,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-896-3158,HEMORRHOIDAL SUPPS W/HC,36,BX,WHSE,16.75,603,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-896-3724,"LIDOCAINE HYDROCHLORIDE 0.4% & DEXTROSE 5%, FOR INJECTION, 500ML, IV BAG",2,BG,WHSE,13.34,26.68,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-896-6527,ASA TABS 325MG,100,EA,WHSE,0.07,7,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-899-7534,CYCLOBENZAPR TB-FC 10MG,400,EA,WHSE,0.38,152,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-902-2454,"SOLUTION, METRONIDAZOLE INWTR F/INJ, 500MG/100ML, 40/CASE",6,BG,WHSE,6.25,37.5,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-902-2777,"OXYMETAZOLINE HYDROCHLORIDE, 0.05%, BOTTLE NASAL SOLUTION",24,BT,WHSE,6.89,165.36,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-903-0757,CEFAZOLIN 1GM (10ML)INJ,20,VI,WHSE,5.41,108.2,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-904-7233,DOXYCYC HYCL CP/TB 100MG,1000,EA,WHSE,0.12,120,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-907-7815,"BISMUTH SUSALICYATE & CALCIUM CARBONATE CHEWABLE TABS, 24's",48,PG,WHSE,3.5,168,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-907-8172,CEFTRIAX SOD INJ 0.25GM,20,BT,WHSE,2.38,47.6,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-908-1923,BECLO DIP NAS IHLR 50MCG,6,BT,WHSE,11.89,71.34,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-909-0883,CETIRIZINE HCL TB 10MG,500,EA,WHSE,0.04,20,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-910-7221,DIMENHYD TB 50MG PP25-30,100,PG,WHSE,3.54,354,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-910-7352,SULFAM-TRIMET 160/800MG,500,EA,WHSE,0.22,110,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-911-1810,NICOTINE PATCH 7MG/DAY,3,BX,WHSE,18.01,54.03,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-911-1811,NICOTINE PATCH 14MG/DAY,3,BX,WHSE,19.03,57.09,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-911-1812,"PATCH, NICOTINE, TRANSDERMAL, 21MG",3,BX,WHSE,19.29,57.87,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-911-2155,DESOGESTREL/ETHINYL 21'S,6,PG,WHSE,21.11,126.66,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-911-2726,PERMETHRIN 5% CRM 30GM,12,TU,WHSE,15.53,186.36,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-4580,SOD CHLOR NASAL SOLN 0.9% 30ML W/0.03% BENZALKONIUM CHLORIDE DROPS FOR CHILDREN,12,BT,WHSE,4.42,53.04,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-4732,DEXAMETHASONE TABLETS 4MG,100,EA,WHSE,0.09,9,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-4766,HALOPERIDOL 2.0MG TABS,100,EA,WHSE,0.32,32,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-4976,SALICYLIC ACID SOLN 27%,6,BT,WHSE,15.14,90.84,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-4977,SALICYLIC ACID SHAMP.4%,12,BT,WHSE,8.52,102.24,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-6275,CLARITHROMYCN TABS 250MG,500,EA,WHSE,0.29,145,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-6280,CLOXACIL PWDR INJ 2GM,20,EA,WHSE,31.88,637.6,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-6283,CYCLOPENTOLATE 1% 15ML,2,BT,WHSE,19.05,38.1,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-7153,AZITHROMYCIN TABS 250MG,100,EA,WHSE,0.64,64,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-7294,MGSO4 50% INJ 10ML AMPUL,10,EA,WHSE,8.11,81.1,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-7370,SENNA CONCENTRATE 8.6MG,100,EA,WHSE,0.05,5,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-7528,CLOTRIMAZOLE TMT KIT,6,PG,WHSE,14.84,89.04,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-912-7745,FAMCICLOVIR TABS 500MG,300,EA,WHSE,2.49,747,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-913-6604,CHLORHEX GLUCO 4%-450ML,3,EA,WHSE,6.53,19.59,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-913-6901,AMOX CLAV ACD TB 500MG,100,EA,WHSE,0.37,37,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-913-9488,DIHYDROERGOTAMINE 4MG/ML,1,BX,WHSE,59.28,59.28,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-914-7964,LOPERAMIDE HCL 2MG TABLETS,500,EA,WHSE,0.09,45,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-920-8323,CIPROFLOXACIN 'MINIBAG',6,EA,WHSE,28.36,170.16,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-001-0515,L-NORGEST TRIQUILAR 21'S,6,PG,WHSE,15.75,94.5,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-001-2163,KETOROLAC TROMETHAMINE 30MG/ML INJECTION 1ML AMPUL OR VIAL - SEE COMMENTS,10,AM,WHSE,3.54,35.4,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-001-7742,"TROPICAMIDE 1%, OPHTHALMIC SOLUTION, DROPERETTE",10,EA,WHSE,2.83,28.3,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-001-8006,CEFIXIME 400 MG TABLET,40,PG,WHSE,15.65,626,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-001-8302,FLUCONAZOLE 150MG TABS,5,EA,WHSE,1.58,7.9,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-001-8609,CIPROFLOXACIN OPTHT 0.3%,2,BT,WHSE,10.4,20.8,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-001-9530,ACYCLOVIR 500MG 50MG/ML,15,VI,WHSE,130.87,1963.05,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-0446,"TETRACAINE HCL OPHTHALMIC 0.5% SOLUTION 0.5ML ""MINIMS"" (TM)",2,EA,WHSE,2.83,5.66,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-0464,LEVONORGESTREL ETHINYL,6,PG,WHSE,3.94,23.64,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-1967,VALSARTAN 40MG TABLET,100,EA,WHSE,0.41,41,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-6015,CIPRO DEXA OTIC SUSP,6,BT,WHSE,20.39,122.34,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-6027,BENZOCNE 10% GEL 5.3G TU,6,TU,WHSE,5.42,32.52,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-6068,SODIUM BICARB 8.4% INJ,6,VI,WHSE,18.22,109.32,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-6514,ACETAMINOPHEN 325 MG TAB/CAP,2000,EA,WHSE,0.02,40,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-7090,METOPROLOL TARTRATE 25MG,200,EA,WHSE,0.06,12,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-7120,ERYTHROMYCIN OPHT 5MG/G,12,TU,WHSE,22.72,272.64,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-8672,ANTIDOTE TMT KIT CYANIDE 5G,5,KT,WHSE,931.56,4657.8,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-8875,"SELENIUM SULFIDE, LOTION, 2.5%, 200ML TO 250ML BOTTLE",12,BT,WHSE,11.2,134.4,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-9243,"DICLOFENAC DIETHYLAMINE, 1.16%, GEL, 120GM",4,EA,WHSE,13.25,53,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-9245,"FLUORESCEIN SODIUM 2% OPHTHALMIC DROPS, 20 x 0.5ML",40,EA,WHSE,3.02,120.8,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-002-9370,TETRACAINE HCL OPHTHALMIC 1% SOLUTION 0.5ML,40,EA,WHSE,2.83,113.2,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-003-0096,"ONDANSETRON, INJECTION, 2MG/ML, 2ML VIAL",10,VI,WHSE,11.48,114.8,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-005-0252,"ANTIACID 200 MG ALUMINUM HYDROXIDE DRIED GEL/200 MG MAGNESIUM HYDROXIDE & ANTIFLATULENT SIMETHICONE 25 MG, CHEWABLE TABLET",48,BX,WHSE,9.53,457.44,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-CF-005-0529,METHOXYFLURANE LIQ W/DEV 99.9% INHALATION,10,EA,WHSE,58.35,583.5,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6510-CF-002-8729,"ADHESIVE, SKIN, TOPICAL, HIGH VISCOSITY, PRECISION TIP, 0.7ML",12,EA,WHSE,37.61,451.32,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",5110-21-116-4211,KNIFE PLASTER CAST CUT,1,EA,ExternalRqn,57.05,57.05,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6510-01-448-8519,TAPE CAST FIBERGLAS 4 IN,5,RO,WHSE,10.29,51.45,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6510-CF-002-7963,PAD UNDERCAST 4IN (10CM),24,EA,WHSE,1.29,30.96,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-00-366-8200,SHEARS CAST CUT (2-HAND),1,EA,WHSE,25.76,25.76,D,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-00-777-7340,CUSHION CRUTCH,3,PR,WHSE,2.3,6.9,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-217-1236,SPLINT UNIVERSAL. FOLDED,11,EA,WHSE,10.08,110.88,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-446-9318,SAGER SPLINT,2,EA,WHSE,628.19,1256.38,D,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-521-5730,SPLINT LEG TRACTION 4:1,2,EA,WHSE,205.58,411.16,D,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-678-9635,"BRACE, ANKLE, STIRRUP AND STABILIZING STRAPS, MEDIUM",3,EA,WHSE,27.57,82.71,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-678-9640,"BRACE, ANKLE, STIRRUP AND STABILIZING STRAPS, LARGE",3,EA,WHSE,28.34,85.02,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-679-0354,"BRACE, ANKLE, STIRRUP AND STABILIZING STRAPS, SMALL",3,EA,WHSE,28.5,85.5,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-679-0436,BRACE WRIST SUEDE SM/R,2,EA,WHSE,14.59,29.18,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-679-0439,BRACE WRIST SUEDE MED/R,2,EA,WHSE,14.59,29.18,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-679-0442,BRACE WRIST SUEDE LRG/R,2,EA,WHSE,14.59,29.18,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-679-1044,BRACE WRIST SUEDE SM/L,2,EA,WHSE,14.59,29.18,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-679-1048,BRACE WRIST SUEDE MED/L,2,EA,WHSE,14.59,29.18,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-679-1051,BRACE WRIST SUEDE LRG/L,2,EA,WHSE,14.59,29.18,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-01-686-2467,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, S, 39CM TO 47CM",2,EA,WHSE,47.89,95.78,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-116-2907,SPLINT (ALU)HAND-ADULT,4,EA,WHSE,9.37,37.48,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-859-4656,"SPLINT FNGR ALU 1 X 18""(2.5CM-45.7CM)",12,EA,WHSE,4.04,48.48,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-859-4657,"SPLINT FNGR ALU 3/4X18""(1.9CM X 45.7CM)",12,EA,WHSE,2.97,35.64,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-893-9764,SUPP KNEE X-ACTION (MED),12,EA,WHSE,16.38,196.56,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-893-9765,SUPP KNEE X-ACTION (LG ),12,EA,WHSE,16.38,196.56,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-893-9766,SUPP KNEE X-ACTION (XL ),12,EA,WHSE,16.38,196.56,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-893-9768,"SUPP ANKL SPIR( M) 9.0""",12,EA,WHSE,11.37,136.44,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-893-9769,"SUPP ANKL SPIR( L)10.0""",12,EA,WHSE,11.6,139.2,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-21-896-0874,HANDGRIP CRUTCH (CLOSED),3,PR,WHSE,1.19,3.57,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-33-218-1647,"SUPPORT ELBOW, UNIVERSAL",12,EA,WHSE,28.13,337.56,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-CF-001-7300,"CRUTCH AXILLARY (ALU) ADULT-REGULAR 5'2"" TO 5'10"" PUSH-BUTTON ADJUSTABLE COMPL W/TIPS UNDERARM PADS AND GRIPS",3,PR,WHSE,38.59,115.77,D,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-CF-001-9387,WRIST & THUMB SUPP S-L,2,EA,WHSE,27.68,55.36,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-CF-001-9388,WRIST & THUMB SUPP M-L,2,EA,WHSE,27.68,55.36,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-CF-001-9389,WRIST & THUMB SUPP L-L,2,EA,WHSE,27.68,55.36,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-CF-002-8768,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, M, 47CM TO 53CM",2,EA,WHSE,49.23,98.46,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-CF-002-8769,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, L, 53CM TO 60CM",2,EA,WHSE,44.35,88.7,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6515-CF-002-8770,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, XL, 60CM TO 67CM",2,EA,WHSE,48.19,96.38,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6530-21-880-6717,PAD COLD TMT,40,EA,WHSE,0.94,37.6,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6530-21-880-6718,PAD HEAT TMT,20,EA,WHSE,1.53,30.6,C,
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",6530-CF-001-7420,SPLINT TRACTION FEMORAL,1,EA,WHSE,140,140,D,
