Kit NSN,Kit Name,Item NSN,Description,Quantity,Unit of Measure,Source,Unit Price,Extended Price,Accountability Code,Is Sub-Kit
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-6912,OXIMETER CARBON MONOXIDE,2,EA,WHSE,5161.07,10322.14,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-7192,"REGULATOR 0-25 LPM, USED WITH RESUS 6515-21-886-4424",8,EA,WHSE,146,1168,D,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-7957,KIT FIRST RESPONDER AED,2,KT,WHSE,50.58,101.16,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-8072,RESUS HANDHELD PORTA CA,4,EA,WHSE,2492.48,9969.92,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-8547,"ADAPTER, AIRWAY, ADULT & PEDIATRIC FOR CO2 MONITOR 6515-CF-002-8546",1,BX,WHSE,285,285,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-8619,"PADS, HEAT, OXYGEN ACTIVATED, SET OF 4 USED WITH BLANKET 6532-CF-003-0369",4,SE,WHSE,107.85,431.4,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-8905,"CAPNOLINE, SMART, O2 PLUS, ADULT FOR USE WITH 6515-01-693-1239",10,EA,WHSE,21.35,213.5,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9051,"ELECTRODE, SOLID DISPERSIVE, DISPOSABLE ACCESSORY FOR ELECTROSURGICAL UNIT 6515-CF-002-8371 & 6515-CF-002-9769.",2,BX,WHSE,67,134,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9061,"PAPER, REPLACMENT FOR ELCTROCARDIOGRAPH 6515-17-118-4714",2,PG,WHSE,40.52,81.04,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9369,"STEP UP/STEP DOWN TRANSFORMER, FOR INCUBATOR 6630-CF-001-9871",1,EA,ExternalRqn,109.65,109.65,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9379,"NON-STERILE HANDPIECE SHEATH ACCESSORY FOR 6515-CF-002-8371 & 6515-CF-002-9769 APPARATUS, ELECTROSURGICAL UNIT.",2,BX,WHSE,49,98,,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9388,"SHARP ELECTRODE DERMAL TIP NONSTERILE, 100/BX, ACCESSORY FOR 6515-CF-002-8371 & 6515-CF-002-9769.",1,BX,WHSE,96,96,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9389,"BLUNT ELECTRODE DERMAL TIP NONSTERILE, 100 /BX, ACCESSORY FOR 6515-CF-002-8371 & 6515-CF-002-9769.",1,BX,WHSE,96,96,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9612,"BAG, DISPOSABLE, 1000ML FOR SUCTION UNIT 6515-CF-002-9795",1,EA,WHSE,27.72,27.72,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9769,ELECTROSURGICAL UNIT,1,EA,WHSE,10754.63,10754.63,A,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-002-9795,"SUCTION UNIT, PORTABLE (NEW)",1,EA,WHSE,1111.49,1111.49,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0113,COCOON WARMING BLANKET DISPOSABLE UPPER BODY-ARMS OUT,2,EA,WHSE,9.95,19.9,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0114,COCOON WARMING BLANKET DISPOSABLE FULL BODY,2,EA,WHSE,9.95,19.9,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0115,COCOON WARMING BLANKET DISPOSABLE LOWER BODY,2,EA,WHSE,9.95,19.9,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0117,COCOON WARMING BLANKET DISPOSABLE PAEDIACTRIC FULL BODY,1,EA,WHSE,9.95,9.95,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0119,COCOON WARMING BLANKET DISPOSABLE ADULT FULL ACCESS UNDER BODY,2,EA,WHSE,30,60,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0120,COCOON WARMING BLANKET DISPOSABLE FULL BODY LARGE,2,EA,WHSE,18.4,36.8,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0209,"ELECTROCARDIOGRAPH, 12 LEAD - SCHILLER AT-102 G2",1,EA,WHSE,5876,5876,A,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0473,QINFLOW WARRIOR LITE EXTENDED SET FLUID WARMER,1,EA,WHSE,7300,7300,A,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0474,QINFLOW COMPACT DISPOSABLE UNIT FLUID WARMER,6,EA,WHSE,135.84,815.04,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0648,MCGRATH MAC VL VIDEO LARYNGOSCOPE,1,EA,WHSE,2200,2200,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0818,MCGRATH 3.6V BATTERY,1,EA,WHSE,55,55,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0819,MCGRATH MAC BLADE SIZE 3 50/BOX,5,EA,WHSE,10,50,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0820,MCGRATH MAC BLADE SIZE 4 50/BOX,5,EA,WHSE,10,50,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0821,MCGRATH MAC BLADE SIZE 2 50/BOX,2,EA,WHSE,10,20,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0822,MCGRATH MAC BLADE SIZE 1 50/BOX,2,EA,WHSE,10,20,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6515-CF-005-0823,MCGRATH X3 BLADE 10/BOX,5,EA,WHSE,15,75,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-21-116-5137,DISPENSER INDICATOR TAPE,1,EA,WHSE,206.53,206.53,D,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-21-845-0872,TAPE STEAM STERILIZE INDICATOR 18MM,2,RO,ExternalRqn,4.23,8.46,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-21-893-6958,ENVELOP HEAT SEAL 7.6CM,1,RO,WHSE,11.6,11.6,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-21-893-6959,ENVELOP HEAT SEAL 15.2CM,1,RO,WHSE,14.12,14.12,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-21-893-6960,ENVELOPE HEAT SEAL,1,RO,WHSE,30,30,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-CF-001-7680,CONCENTRATOR OXYGEN,1,EA,WHSE,780.77,780.77,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-CF-001-7719,SEALER HEAT LIFTSL 18IN,1,EA,WHSE,3660.82,3660.82,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-CF-001-8608,STERILIZER STEAM SURG,1,EA,WHSE,5153.72,5153.72,A,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-CF-002-6607,CLEANER ULTRASONIC SMALL,1,EA,WHSE,1320.75,1320.75,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-CF-005-0088,"PATIENT WARMER MACHINE, 34-43 DEG C",2,EA,WHSE,1330,2660,A,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6530-CF-005-0367,"BACKBOARD, W/10PINS, YELLOW",2,EA,WHSE,306.86,613.72,D,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6532-CF-003-0369,BLANKET CASUALTY HYPOTHERMIA WITH 4 HEAT PADS,4,EA,WHSE,205,820,D,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6540-01-629-4401,"SHIELD, OPHTHALMIC TONOMETER",1,BX,WHSE,213.77,213.77,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6540-CF-001-9523,SLIT LAMP COMPACT,1,EA,WHSE,2212.38,2212.38,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6540-CF-002-8468,TONOMETER PEN HANDHELD,1,EA,WHSE,10441.61,10441.61,A,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-0621,"PROTHROMBIN PT/INR, CARTRIDGE, SINGLE-USE, DISPOSABLE, FOR USE WITH ANALYZER 6630-20-A0H-9358",24,EA,WHSE,12.17,292.08,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-2005,CONTROL SLTN PT/INR LVL1,1,BX,WHSE,88.85,88.85,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-2006,CONTROL SLTN PT/INR LVL2,1,BX,WHSE,88.85,88.85,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-6329,"CARTRIDGE, I-STAT CHEM8+",25,EA,WHSE,23.18,579.5,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-8514,"CARTRIDGE, TEST, CARDIAC MARKER, TROPONIN I, I-STAT",25,EA,WHSE,22.47,561.75,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-8515,"CONTROL, TROPONIN I, LEVEL 1,CARDIAC LEVEL 1 AQUEOUS CONTROL, 1ML BOTTLE FOR ISTAT CARTRIDGE 6550-CF-002-8514",1,BX,WHSE,200.32,200.32,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-8516,"CONTROL, TROPONIN I, LEVEL 3,CARDIAC LEVEL 3 AQUEOUS CONTROL, 1ML BOTTLE FOR ISTAT CARTRIDGE 6550-CF-002-8514",1,BX,WHSE,200.32,200.32,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-8995,"CONTROL LEVEL 1, 10 AMPS X 1.7ML, USED WITH ANALYZER 6630-20-A0H-9358",1,BX,WHSE,36.38,36.38,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-8996,"CONTROL LEVEL 2, 10 AMPS X 1.7ML, USED WITH ANALYZER 6630-20-A0H-9358",1,BX,WHSE,36.27,36.27,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-8997,"CONTROL LEVEL 3, 10 AMPS X 1.7ML, USED WITH ANALYZER 6630-20-A0H-9358",1,BX,WHSE,36.27,36.27,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-002-9596,"CONTROL, I-STAT CTNI LEVEL 2",1,BX,WHSE,200.32,200.32,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6550-CF-005-0306,CARTRIDGE TEST CG4+ (I-STAT ANALYSER)LACTATE/PH/PCO2/PO2/TCO2/HCO3/BE/SO2,1,BX,WHSE,301.25,301.25,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6630-20-A0H-9358,"ANALYSER, CLINICAL, PORTABLE, I-STAT1 MODEL, WITH THERMAL CONTROL",1,EA,WHSE,11185.91,11185.91,A,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6640-00-234-0185,INCUBATOR PORTABLE 115V,1,EA,WHSE,4032.24,4032.24,B,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6680-01-520-8009,REGULATR O2 K OR H CYLDR,1,EA,WHSE,573.24,573.24,D,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",6850-CF-001-2034,ULTRAS CLNR SOL MIC576,2,BT,WHSE,55.2,110.4,C,
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",7530-CF-002-8906,"PAPER, PRINTER, CHART, 80MM, WHITE FOR USE WITH 6515-01-693-1239",6,RO,WHSE,6.63,39.78,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-00-598-6117,LIDOCAINE 2% INJ 20ML,5,BT,WHSE,6.98,34.9,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-00-935-1000,THIAMINE HCL 100MG/ML,1,BT,WHSE,16.63,16.63,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-00-963-5355,DEXAM INJ 4MG/ML-5ML MUL,5,BT,WHSE,8.21,41.05,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-01-015-1405,CLOTRIMAZOLE CRM 1%-30GM,72,TU,WHSE,10.43,750.96,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-01-074-7588,CEFOXITIN PWDR INJ 1GM,10,BT,WHSE,10.6,106,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-01-215-4825,INSULIN (REG) HUMULIN-R,10,EA,WHSE,22.43,224.3,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-01-256-4972,PERMETHRIN 1% CRM RINSE,10,BT,WHSE,12.11,121.1,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-01-273-8650,CIPROFLOXACIN TB 500MG,200,EA,WHSE,0.31,62,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-01-302-0220,MUPIROCIN OINT 2% - 15GM,10,TU,WHSE,7.6,76,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-001-0114,AZITHROMYCIN IV 500MG,5,VI,WHSE,18.16,90.8,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-001-0606,ENOXAPARIN SOD 100MG/ML,10,EA,WHSE,7.09,70.9,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-001-1183,BECLO DIP QVAR 50MCG,3,CN,WHSE,43.9,131.7,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-001-1495,CLOPIDOGREL BISULFATE TA,28,EA,WHSE,2.82,78.96,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-001-2711,PANTOPRAZOLE 40MG/10ML,10,VI,WHSE,10.96,109.6,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-001-2721,PANTOPRAZOLE TB-DELAYED RELEASE 40MG,200,EA,WHSE,0.15,30,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-002-2014,DIMENHYDRINATE CAPLET,2016,EA,WHSE,0.4,806.4,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-002-2937,NITRO PATCH 0.2MG/H DISC,1,BX,WHSE,13.39,13.39,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-010-9611,"IRRIGATION SOLUTION, OPTHALMIC, 120ML",24,BT,WHSE,4.41,105.84,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-3740,"LEVONORGESTREL, 1.5MG, TABLET",2,EA,WHSE,4.3,8.6,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-3933,ZOPICLONE 7.5MG TABS,100,EA,WHSE,0.12,12,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-4032,LORATADINE TB 10MG,300,EA,WHSE,0.63,189,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-4045,"CEPHALEXIN, 500MG, TABLET",200,EA,WHSE,0.09,18,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-4194,CITALOPRAM HYDRO TB 20MG,100,EA,WHSE,0.13,13,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-4229,QUETIAPINE TABLET 25MG,100,EA,WHSE,0.04,4,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-4586,"VACCINE, COMBINED, TD, TD ADSORBED, 1 DOSE VIAL",10,VI,WHSE,26.15,261.5,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-4591,TOBRAMYCIN OPHTHALMIC OINTMENT 3MG/G,12,TU,WHSE,10.02,120.24,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-011-4598,POLYMYXIN B SULFATE AND GRAMICIDIN OPHTHALMIC SOLN 10000 UNITS AND 25UG/ML IN 10-15ML DROPPER BOTTLE,12,BT,WHSE,14.26,171.12,,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-012-2830,CODEINE PHOSPHATE AND ACETAMINOPHEN TABLETS,200,EA,WHSE,0.09,18,D,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-012-3134,FAMOTIDINE 20MG TABLET,500,EA,WHSE,0.48,240,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-012-7613,"APPLICATOR,SILVER NITRATE",1,PG,WHSE,30.67,30.67,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-012-9775,BENZTROPINE 1 MG TABLET,1000,EA,WHSE,0.06,60,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-013-2414,"SODIUM THIOSULFATE 250MG/ML, 50ML VIAL",10,VI,WHSE,121.8,1218,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-20-013-3462,POVIDONE-IODINE TOPICAL SOLUTION 10% (450 ML) ),2,BT,WHSE,9.11,18.22,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-114-6151,BISACODYL SUPPS 10MG,10,EA,WHSE,0.48,4.8,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-114-6342,SOD PHOSPH ENEMA 100ML,6,BT,WHSE,3.38,20.28,C,
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",6505-21-114-6670,BISACODYL TB-EC 5MG,200,EA,WHSE,0.07,14,C,
